id,title,description,category,difficulty,modules_json,quiz_json,xp_reward,order_index,created_at,branch
ae87a3e2-0993-4cbc-9371-a7144266edf1,Visual Perception and Illusions,Why your eyes deceive you,spatial,2,"[{""type"": ""text"", ""title"": ""Seeing Isn't Believing"", ""content"": ""Your brain doesn't passively record what your eyes see. It actively constructs a visual experience, filling in gaps and making assumptions.""}, {""type"": ""text"", ""title"": ""Constructive Perception"", ""content"": ""Your brain processes visual input through multiple stages: edge detection, color processing, motion detection, object recognition, and scene understanding.""}, {""type"": ""text"", ""title"": ""Why Illusions Work"", ""content"": ""Optical illusions exploit the shortcuts your brain uses. They reveal the 'assumptions' your visual system makes—usually helpful but occasionally wrong.""}, {""type"": ""text"", ""title"": ""Training Visual Processing"", ""content"": ""Spatial puzzles, visual illusion analysis, and attention training all sharpen your visual processing abilities.""}]","[{""type"": ""true_false"", ""correct"": false, ""question"": ""Your brain passively records visual information.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Eye muscles"", ""Brain's visual shortcuts"", ""Light waves"", ""Color blindness""], ""question"": ""Optical illusions exploit:""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Only one stage"", ""Multiple stages from edges to scenes"", ""Only color detection"", ""Only motion detection""], ""question"": ""Visual processing involves:""}]",40,11,2026-02-16 11:32:17.524446+00,iq
069c773d-6d68-4061-9c9f-2b9753ef207c,The Growth Mindset and Intelligence,Can you actually get smarter?,logic,1,"[{""type"": ""text"", ""title"": ""Fixed vs Growth"", ""content"": ""Carol Dweck's research shows that believing intelligence is fixed vs. growable fundamentally changes how you learn and perform.""}, {""type"": ""text"", ""title"": ""Neuroplasticity"", ""content"": ""Your brain physically changes when you learn. New connections form, existing ones strengthen, and unused ones are pruned. This is neuroplasticity.""}, {""type"": ""text"", ""title"": ""The Evidence"", ""content"": ""Targeted cognitive training can improve working memory, processing speed, and even fluid intelligence scores. The brain is more malleable than we thought.""}, {""type"": ""text"", ""title"": ""Practical Application"", ""content"": ""Embrace challenges, learn from mistakes, and practice deliberately. Your BrainScore isn't fixed—it reflects your current training level.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""The brain can't change"", ""The brain physically changes with learning"", ""Intelligence is fixed"", ""Only children's brains change""], ""question"": ""Neuroplasticity means:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""A growth mindset believes intelligence is fixed at birth.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Only memory"", ""Working memory and processing speed"", ""Only physical abilities"", ""Nothing measurable""], ""question"": ""Cognitive training can improve:""}]",35,12,2026-02-16 11:32:17.524446+00,iq
92e6a595-a98b-4db7-bd21-55a6cbb43145,Analogical Reasoning,The power of thinking by analogy,logic,3,"[{""type"": ""text"", ""title"": ""What Are Analogies?"", ""content"": ""Analogical reasoning finds similarities between different domains. 'The atom is like a solar system' helped scientists understand atomic structure.""}, {""type"": ""text"", ""title"": ""Structure Mapping"", ""content"": ""Good analogies map relationships, not surface features. 'A battery is like a water pump' works because both create flow through pressure/voltage.""}, {""type"": ""text"", ""title"": ""Analogies in Problem Solving"", ""content"": ""When stuck on a problem, find an analogous solved problem. Transfer the solution strategy. This is how many breakthroughs happen.""}, {""type"": ""text"", ""title"": ""Building Analogy Skills"", ""content"": ""Practice A:B::C:? problems, look for structural similarities across domains, and explain complex ideas using everyday analogies.""}]","[{""type"": ""multiple_choice"", ""correct"": 2, ""options"": [""Surface features"", ""Colors and shapes"", ""Relationships and structure"", ""Exact copies""], ""question"": ""Good analogies map:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Analogical reasoning is only useful in science.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Give up"", ""Find a similar solved problem"", ""Try harder"", ""Ask someone else""], ""question"": ""When stuck on a problem, analogical reasoning suggests:""}]",45,13,2026-02-16 11:32:17.524446+00,iq
b80a97b4-041c-4bfc-8ba9-54b2484c84e3,Cognitive Load Theory,Why less is more in learning,logic,3,"[{""type"": ""text"", ""title"": ""Mental Bandwidth"", ""content"": ""Cognitive load theory says your working memory has limited capacity. Overloading it prevents learning and performance.""}, {""type"": ""text"", ""title"": ""Three Types of Load"", ""content"": ""Intrinsic load (complexity of material), extraneous load (poor presentation), and germane load (effort of learning itself). Minimize extraneous, manage intrinsic.""}, {""type"": ""text"", ""title"": ""The Split-Attention Effect"", ""content"": ""When information is split across locations (like a diagram and separate text), your brain wastes capacity integrating them. Integrated designs work better.""}, {""type"": ""text"", ""title"": ""Practical Strategies"", ""content"": ""Break complex problems into parts, eliminate distractions, use worked examples, and build knowledge gradually from simple to complex.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Physical strength"", ""Working memory limits"", ""Long-term memory"", ""Sleep quality""], ""question"": ""Cognitive load theory relates to:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Extraneous cognitive load is beneficial for learning.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""You focus too hard"", ""Information is split across locations"", ""You learn too fast"", ""You take breaks""], ""question"": ""The split-attention effect occurs when:""}]",45,14,2026-02-16 11:32:17.524446+00,iq
1b9536a2-0ab4-4144-bf0f-f0c486751e01,Number Sense and Mathematical Thinking,Building intuition with numbers,pattern,2,"[{""type"": ""text"", ""title"": ""Born with Number Sense"", ""content"": ""Humans (and many animals) have an innate sense of quantity. We can instantly perceive small quantities (1-4) through 'subitizing'—no counting needed.""}, {""type"": ""text"", ""title"": ""Mental Number Line"", ""content"": ""Your brain represents numbers spatially, usually as a line going left to right. This mental number line helps with estimation and comparison.""}, {""type"": ""text"", ""title"": ""Estimation Power"", ""content"": ""Fermi estimation—making reasonable guesses about quantities you can't count—is a powerful real-world skill. How many piano tuners are in Chicago?""}, {""type"": ""text"", ""title"": ""Strengthening Number Sense"", ""content"": ""Practice mental math, play with number sequences, estimate before calculating, and look for numerical patterns in everyday life.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Counting quickly"", ""Instantly perceiving small quantities"", ""A math formula"", ""A type of calculator""], ""question"": ""Subitizing is:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""The mental number line runs right to left for most people.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Exact calculations"", ""Reasonable guesses about quantities"", ""Using a calculator"", ""Memorizing numbers""], ""question"": ""Fermi estimation involves:""}]",40,15,2026-02-16 11:32:17.524446+00,iq
52491863-6e17-4460-a854-cb7560bb01e8,Creative Problem Solving,Think outside the box—literally,logic,3,"[{""type"": ""text"", ""title"": ""What Is Creativity?"", ""content"": ""Creativity isn't magic—it's the ability to make novel and useful connections. It involves divergent thinking (generating many ideas) and convergent thinking (selecting the best).""}, {""type"": ""text"", ""title"": ""Functional Fixedness"", ""content"": ""We tend to see objects only in terms of their usual function. A hammer is for nails—but it's also a weight, a lever, a pendulum... Breaking this fixedness enables creativity.""}, {""type"": ""text"", ""title"": ""Incubation Effect"", ""content"": ""Sometimes the best way to solve a problem is to stop thinking about it. Your unconscious mind continues working, and solutions often appear during rest or unrelated activities.""}, {""type"": ""text"", ""title"": ""Techniques"", ""content"": ""SCAMPER (Substitute, Combine, Adapt, Modify, Put to other use, Eliminate, Reverse), brainstorming, random association, and constraint removal all boost creativity.""}]","[{""type"": ""multiple_choice"", ""correct"": 2, ""options"": [""Only divergent thinking"", ""Only convergent thinking"", ""Both divergent and convergent thinking"", ""Neither type of thinking""], ""question"": ""Creativity involves:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Functional fixedness helps creative problem solving.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Work harder"", ""Take breaks to let solutions emerge"", ""Never stop thinking"", ""Only work in the morning""], ""question"": ""The incubation effect suggests:""}]",45,16,2026-02-16 11:32:17.524446+00,iq
62ef881b-c4c2-403c-acee-c579d5f32d26,Metacognition: Thinking About Thinking,The ultimate cognitive skill,logic,4,"[{""type"": ""text"", ""title"": ""Meta-What?"", ""content"": ""Metacognition is awareness and control of your own thinking processes. It's 'thinking about thinking'—and it's one of the strongest predictors of learning success.""}, {""type"": ""text"", ""title"": ""Two Components"", ""content"": ""Metacognitive knowledge (knowing your strengths/weaknesses) and metacognitive regulation (planning, monitoring, and evaluating your own performance).""}, {""type"": ""text"", ""title"": ""The Dunning-Kruger Effect"", ""content"": ""Poor metacognition leads to the Dunning-Kruger effect: low performers overestimate their abilities because they lack the skill to recognize their deficits.""}, {""type"": ""text"", ""title"": ""Developing Metacognition"", ""content"": ""Reflect after each activity: What worked? What didn't? What would you do differently? This simple practice dramatically improves learning.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""A type of memory"", ""Thinking about thinking"", ""Physical exercise"", ""A learning disability""], ""question"": ""Metacognition is:""}, {""type"": ""true_false"", ""correct"": true, ""question"": ""The Dunning-Kruger effect involves overestimating one's abilities.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Only planning"", ""Planning, monitoring, and evaluating"", ""Only memorizing"", ""Physical training""], ""question"": ""Metacognitive regulation includes:""}]",50,17,2026-02-16 11:32:17.524446+00,iq
61c4d744-872f-4adc-83c1-c26b421424fc,The Psychology of Expertise,What separates experts from novices?,logic,4,"[{""type"": ""text"", ""title"": ""Deliberate Practice"", ""content"": ""Expert performance comes from deliberate practice—focused, effortful training that targets weaknesses. Not just repetition, but purposeful improvement.""}, {""type"": ""text"", ""title"": ""Chunking in Expertise"", ""content"": ""Chess masters don't see 32 pieces—they see meaningful patterns (chunks). Experts in any field perceive larger, more meaningful units than novices.""}, {""type"": ""text"", ""title"": ""The 10,000 Hour Myth"", ""content"": ""The '10,000 hour rule' is an oversimplification. Quality of practice matters more than quantity. Some reach expertise faster, others never do despite long practice.""}, {""type"": ""text"", ""title"": ""Transferable Skills"", ""content"": ""While expertise is domain-specific, the metacognitive skills developed through deliberate practice DO transfer across domains.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Casual repetition"", ""Focused effort targeting weaknesses"", ""Long hours of easy practice"", ""Group activities""], ""question"": ""Deliberate practice is characterized by:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""The 10,000 hour rule is a precise scientific law.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""They have better eyes"", ""They see meaningful patterns/chunks"", ""They read faster"", ""They have more neurons""], ""question"": ""Experts perceive information differently because:""}]",50,18,2026-02-16 11:32:17.524446+00,iq
05edd183-991b-46eb-8ac9-a3bae9237243,Emotional Intelligence and Cognition,How emotions affect thinking,logic,2,"[{""type"": ""text"", ""title"": ""Emotions and Thinking"", ""content"": ""Emotions aren't separate from thinking—they deeply influence cognitive performance. Anxiety narrows attention, positive mood broadens it.""}, {""type"": ""text"", ""title"": ""The Yerkes-Dodson Law"", ""content"": ""Performance improves with arousal up to a point, then declines. Moderate stress helps; too much or too little hurts. Find your optimal zone.""}, {""type"": ""text"", ""title"": ""Emotional Regulation"", ""content"": ""The ability to manage your emotional state is itself a cognitive skill. Reappraisal (reframing situations) is more effective than suppression.""}, {""type"": ""text"", ""title"": ""Practical Application"", ""content"": ""Before cognitive tasks: manage anxiety through breathing, reframe challenges as opportunities, and maintain moderate engagement.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""More stress always helps"", ""Moderate arousal is optimal"", ""Emotions don't affect thinking"", ""Only positive emotions help""], ""question"": ""The Yerkes-Dodson Law suggests:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""Suppressing emotions is the most effective regulation strategy.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Broaden attention"", ""Narrow attention"", ""Have no effect"", ""Improve memory""], ""question"": ""Anxiety tends to:""}]",40,19,2026-02-16 11:32:17.524446+00,iq
70829fce-f8c0-4577-a7db-6fb50cae8ec6,Abstract Reasoning and Categorization,How we organize the world mentally,pattern,3,"[{""type"": ""text"", ""title"": ""Categories and Concepts"", ""content"": ""Your brain automatically groups things into categories. This allows you to make predictions: if it's a bird, it probably flies. Categories enable efficient thinking.""}, {""type"": ""text"", ""title"": ""Prototype Theory"", ""content"": ""Categories are organized around prototypes—the most typical example. A robin is a more prototypical bird than a penguin. Judgments are faster for prototypical members.""}, {""type"": ""text"", ""title"": ""Abstract Rules"", ""content"": ""Higher-level thinking involves extracting rules that apply across categories. 'All X have property Y' is an abstract rule. IQ tests measure this ability heavily.""}, {""type"": ""text"", ""title"": ""Training Abstraction"", ""content"": ""Practice finding common rules across different puzzle types. What do matrix puzzles and sequence puzzles have in common? Both require extracting transformation rules.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Forget information"", ""Make predictions efficiently"", ""Slow down thinking"", ""Only organize physical objects""], ""question"": ""Categories help us:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""All members of a category are equally representative.""}, {""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Memorizing facts"", ""Extracting rules across categories"", ""Only visual thinking"", ""Physical manipulation""], ""question"": ""Abstract reasoning involves:""}]",45,20,2026-02-16 11:32:17.524446+00,iq
9bf3f818-fb4a-4cb5-92bf-97da355cc4b9,Speed-Accuracy Trade-offs,Finding the sweet spot,speed,3,"[{""type"": ""text"", ""title"": ""The Fundamental Trade-off"", ""content"": ""In nearly every cognitive task, going faster means making more errors. Going slower means higher accuracy but takes more time. This is the speed-accuracy trade-off.""}, {""type"": ""text"", ""title"": ""Optimal Thresholds"", ""content"": ""Your brain accumulates evidence before deciding. Setting a higher threshold = more accurate but slower. Lower threshold = faster but more errors.""}, {""type"": ""text"", ""title"": ""Context Matters"", ""content"": ""Emergency: prioritize speed. Exam: prioritize accuracy. Chess: mix both. The optimal strategy depends on the consequences of errors vs. delays.""}, {""type"": ""text"", ""title"": ""Training Both"", ""content"": ""Practice timed puzzles to improve speed. Practice untimed puzzles to improve accuracy. Gradually combine both for optimal performance.""}]","[{""type"": ""multiple_choice"", ""correct"": 1, ""options"": [""Faster is always better"", ""There's a balance between speed and accuracy"", ""Accuracy doesn't matter"", ""Speed and accuracy always improve together""], ""question"": ""The speed-accuracy trade-off means:""}, {""type"": ""true_false"", ""correct"": false, ""question"": ""The optimal strategy is always to prioritize accuracy.""}, {""type"": ""multiple_choice"", ""correct"": 2, ""options"": [""Only speed"", ""Only accuracy"", ""Both speed and accuracy"", ""Neither""], ""question"": ""Evidence accumulation affects:""}]",45,21,2026-02-16 11:32:17.524446+00,iq
